filename,filepath,class_id,class_name,split,group_id,is_augmented,source_original
ls_0001.jpg,C:\Users\mance\Documents\Steffi\Lichen-Dreams\backend\ia\datasets\liquenes_saludables\ls_0001.jpg,0,saludable,train,ls_0001,false,ls_0001.jpg
ls_0002.jpg,C:\Users\mance\Documents\Steffi\Lichen-Dreams\backend\ia\datasets\liquenes_saludables\ls_0002.jpg,0,saludable,train,ls_0002,false,ls_0002.jpg
ls_0003.jpg,C:\Users\mance\Documents\Steffi\Lichen-Dreams\backend\ia\datasets\liquenes_saludables\ls_0003.jpg,0,saludable,train,ls_0003,false,ls_0003.jpg
ls_0004.jpg,C:\Users\mance\Documents\Steffi\Lichen-Dreams\backend\ia\datasets\liquenes_saludables\ls_0004.jpg,0,saludable,test,ls_0004,false,ls_0004.jpg
ls_0005.jpg,C:\Users\mance\Documents\Steffi\Lichen-Dreams\backend\ia\datasets\liquenes_saludables\ls_0005.jpg,0,saludable,train,ls_0005,false,ls_0005.jpg
ls_0006.jpg,C:\Users\mance\Documents\Steffi\Lichen-Dreams\backend\ia\datasets\liquenes_saludables\ls_0006.jpg,0,saludable,train,ls_0006,false,ls_0006.jpg
ls_0007.jpg,C:\Users\mance\Documents\Steffi\Lichen-Dreams\backend\ia\datasets\liquenes_saludables\ls_0007.jpg,0,saludable,train,ls_0007,false,ls_0007.jpg
ls_0008.jpg,C:\Users\mance\Documents\Steffi\Lichen-Dreams\backend\ia\datasets\liquenes_saludables\ls_0008.jpg,0,saludable,train,ls_0008,false,ls_0008.jpg
ls_0009.jpg,C:\Users\mance\Documents\Steffi\Lichen-Dreams\backend\ia\datasets\liquenes_saludables\ls_0009.jpg,0,saludable,train,ls_0009,false,ls_0009.jpg
ls_0010.jpg,C:\Users\mance\Documents\Steffi\Lichen-Dreams\backend\ia\datasets\liquenes_saludables\ls_0010.jpg,0,saludable,train,ls_0010,false,ls_0010.jpg
ls_0011.jpg,C:\Users\mance\Documents\Steffi\Lichen-Dreams\backend\ia\datasets\liquenes_saludables\ls_0011.jpg,0,saludable,train,ls_0011,false,ls_0011.jpg
ls_0012.jpg,C:\Users\mance\Documents\Steffi\Lichen-Dreams\backend\ia\datasets\liquenes_saludables\ls_0012.jpg,0,saludable,train,ls_0012,false,ls_0012.jpg
ls_0013.jpg,C:\Users\mance\Documents\Steffi\Lichen-Dreams\backend\ia\datasets\liquenes_saludables\ls_0013.jpg,0,saludable,test,ls_0013,false,ls_0013.jpg
ls_0014.jpg,C:\Users\mance\Documents\Steffi\Lichen-Dreams\backend\ia\datasets\liquenes_saludables\ls_0014.jpg,0,saludable,test,ls_0014,false,ls_0014.jpg
ls_0015.jpg,C:\Users\mance\Documents\Steffi\Lichen-Dreams\backend\ia\datasets\liquenes_saludables\ls_0015.jpg,0,saludable,train,ls_0015,false,ls_0015.jpg
ls_0016.jpg,C:\Users\mance\Documents\Steffi\Lichen-Dreams\backend\ia\datasets\liquenes_saludables\ls_0016.jpg,0,saludable,test,ls_0016,false,ls_0016.jpg
ls_0017.jpg,C:\Users\mance\Documents\Steffi\Lichen-Dreams\backend\ia\datasets\liquenes_saludables\ls_0017.jpg,0,saludable,test,ls_0017,false,ls_0017.jpg
ls_0018.jpg,C:\Users\mance\Documents\Steffi\Lichen-Dreams\backend\ia\datasets\liquenes_saludables\ls_0018.jpg,0,saludable,train,ls_0018,false,ls_0018.jpg
ls_0019.jpg,C:\Users\mance\Documents\Steffi\Lichen-Dreams\backend\ia\datasets\liquenes_saludables\ls_0019.jpg,0,saludable,train,ls_0019,false,ls_0019.jpg
ls_0020.jpg,C:\Users\mance\Documents\Steffi\Lichen-Dreams\backend\ia\datasets\liquenes_saludables\ls_0020.jpg,0,saludable,train,ls_0020,false,ls_0020.jpg
ls_0021.jpg,C:\Users\mance\Documents\Steffi\Lichen-Dreams\backend\ia\datasets\liquenes_saludables\ls_0021.jpg,0,saludable,train,ls_0021,false,ls_0021.jpg
ls_0022.jpg,C:\Users\mance\Documents\Steffi\Lichen-Dreams\backend\ia\datasets\liquenes_saludables\ls_0022.jpg,0,saludable,train,ls_0022,false,ls_0022.jpg
ls_0023.jpg,C:\Users\mance\Documents\Steffi\Lichen-Dreams\backend\ia\datasets\liquenes_saludables\ls_0023.jpg,0,saludable,test,ls_0023,false,ls_0023.jpg
ls_0024.jpg,C:\Users\mance\Documents\Steffi\Lichen-Dreams\backend\ia\datasets\liquenes_saludables\ls_0024.jpg,0,saludable,val,ls_0024,false,ls_0024.jpg
ls_0025.jpg,C:\Users\mance\Documents\Steffi\Lichen-Dreams\backend\ia\datasets\liquenes_saludables\ls_0025.jpg,0,saludable,train,ls_0025,false,ls_0025.jpg
ls_0026.jpg,C:\Users\mance\Documents\Steffi\Lichen-Dreams\backend\ia\datasets\liquenes_saludables\ls_0026.jpg,0,saludable,train,ls_0026,false,ls_0026.jpg
ls_0027.jpg,C:\Users\mance\Documents\Steffi\Lichen-Dreams\backend\ia\datasets\liquenes_saludables\ls_0027.jpg,0,saludable,train,ls_0027,false,ls_0027.jpg
ls_0028.jpg,C:\Users\mance\Documents\Steffi\Lichen-Dreams\backend\ia\datasets\liquenes_saludables\ls_0028.jpg,0,saludable,train,ls_0028,false,ls_0028.jpg
ls_0029.jpg,C:\Users\mance\Documents\Steffi\Lichen-Dreams\backend\ia\datasets\liquenes_saludables\ls_0029.jpg,0,saludable,val,ls_0029,false,ls_0029.jpg
ls_0030.jpg,C:\Users\mance\Documents\Steffi\Lichen-Dreams\backend\ia\datasets\liquenes_saludables\ls_0030.jpg,0,saludable,train,ls_0030,false,ls_0030.jpg
ls_0031.jpg,C:\Users\mance\Documents\Steffi\Lichen-Dreams\backend\ia\datasets\liquenes_saludables\ls_0031.jpg,0,saludable,train,ls_0031,false,ls_0031.jpg
ls_0032.jpg,C:\Users\mance\Documents\Steffi\Lichen-Dreams\backend\ia\datasets\liquenes_saludables\ls_0032.jpg,0,saludable,train,ls_0032,false,ls_0032.jpg
ls_0033.jpg,C:\Users\mance\Documents\Steffi\Lichen-Dreams\backend\ia\datasets\liquenes_saludables\ls_0033.jpg,0,saludable,train,ls_0033,false,ls_0033.jpg
ls_0034.jpg,C:\Users\mance\Documents\Steffi\Lichen-Dreams\backend\ia\datasets\liquenes_saludables\ls_0034.jpg,0,saludable,val,ls_0034,false,ls_0034.jpg
ls_0035.jpg,C:\Users\mance\Documents\Steffi\Lichen-Dreams\backend\ia\datasets\liquenes_saludables\ls_0035.jpg,0,saludable,train,ls_0035,false,ls_0035.jpg
ls_0036.jpg,C:\Users\mance\Documents\Steffi\Lichen-Dreams\backend\ia\datasets\liquenes_saludables\ls_0036.jpg,0,saludable,val,ls_0036,false,ls_0036.jpg
ls_0037.jpg,C:\Users\mance\Documents\Steffi\Lichen-Dreams\backend\ia\datasets\liquenes_saludables\ls_0037.jpg,0,saludable,val,ls_0037,false,ls_0037.jpg
ls_0038.jpg,C:\Users\mance\Documents\Steffi\Lichen-Dreams\backend\ia\datasets\liquenes_saludables\ls_0038.jpg,0,saludable,train,ls_0038,false,ls_0038.jpg
ls_0039.jpg,C:\Users\mance\Documents\Steffi\Lichen-Dreams\backend\ia\datasets\liquenes_saludables\ls_0039.jpg,0,saludable,train,ls_0039,false,ls_0039.jpg
ls_0040.jpg,C:\Users\mance\Documents\Steffi\Lichen-Dreams\backend\ia\datasets\liquenes_saludables\ls_0040.jpg,0,saludable,train,ls_0040,false,ls_0040.jpg
ls_0041.jpg,C:\Users\mance\Documents\Steffi\Lichen-Dreams\backend\ia\datasets\liquenes_saludables\ls_0041.jpg,0,saludable,test,ls_0041,false,ls_0041.jpg
ls_0042.jpg,C:\Users\mance\Documents\Steffi\Lichen-Dreams\backend\ia\datasets\liquenes_saludables\ls_0042.jpg,0,saludable,train,ls_0042,false,ls_0042.jpg
ls_0043.jpg,C:\Users\mance\Documents\Steffi\Lichen-Dreams\backend\ia\datasets\liquenes_saludables\ls_0043.jpg,0,saludable,train,ls_0043,false,ls_0043.jpg
ls_0044.jpg,C:\Users\mance\Documents\Steffi\Lichen-Dreams\backend\ia\datasets\liquenes_saludables\ls_0044.jpg,0,saludable,train,ls_0044,false,ls_0044.jpg
ls_0045.jpg,C:\Users\mance\Documents\Steffi\Lichen-Dreams\backend\ia\datasets\liquenes_saludables\ls_0045.jpg,0,saludable,test,ls_0045,false,ls_0045.jpg
ls_0046.jpg,C:\Users\mance\Documents\Steffi\Lichen-Dreams\backend\ia\datasets\liquenes_saludables\ls_0046.jpg,0,saludable,train,ls_0046,false,ls_0046.jpg
ls_0047.jpg,C:\Users\mance\Documents\Steffi\Lichen-Dreams\backend\ia\datasets\liquenes_saludables\ls_0047.jpg,0,saludable,val,ls_0047,false,ls_0047.jpg
ls_0048.jpg,C:\Users\mance\Documents\Steffi\Lichen-Dreams\backend\ia\datasets\liquenes_saludables\ls_0048.jpg,0,saludable,test,ls_0048,false,ls_0048.jpg
ls_0049.jpg,C:\Users\mance\Documents\Steffi\Lichen-Dreams\backend\ia\datasets\liquenes_saludables\ls_0049.jpg,0,saludable,train,ls_0049,false,ls_0049.jpg
ls_0050.jpg,C:\Users\mance\Documents\Steffi\Lichen-Dreams\backend\ia\datasets\liquenes_saludables\ls_0050.jpg,0,saludable,test,ls_0050,false,ls_0050.jpg
ls_0051.jpg,C:\Users\mance\Documents\Steffi\Lichen-Dreams\backend\ia\datasets\liquenes_saludables\ls_0051.jpg,0,saludable,train,ls_0051,false,ls_0051.jpg
ls_0052.jpg,C:\Users\mance\Documents\Steffi\Lichen-Dreams\backend\ia\datasets\liquenes_saludables\ls_0052.jpg,0,saludable,val,ls_0052,false,ls_0052.jpg
ls_0053.jpg,C:\Users\mance\Documents\Steffi\Lichen-Dreams\backend\ia\datasets\liquenes_saludables\ls_0053.jpg,0,saludable,test,ls_0053,false,ls_0053.jpg
ls_0054.jpg,C:\Users\mance\Documents\Steffi\Lichen-Dreams\backend\ia\datasets\liquenes_saludables\ls_0054.jpg,0,saludable,train,ls_0054,false,ls_0054.jpg
ls_0055.jpg,C:\Users\mance\Documents\Steffi\Lichen-Dreams\backend\ia\datasets\liquenes_saludables\ls_0055.jpg,0,saludable,train,ls_0055,false,ls_0055.jpg
ls_0056.jpg,C:\Users\mance\Documents\Steffi\Lichen-Dreams\backend\ia\datasets\liquenes_saludables\ls_0056.jpg,0,saludable,train,ls_0056,false,ls_0056.jpg
ls_0057.jpg,C:\Users\mance\Documents\Steffi\Lichen-Dreams\backend\ia\datasets\liquenes_saludables\ls_0057.jpg,0,saludable,train,ls_0057,false,ls_0057.jpg
ls_0058.jpg,C:\Users\mance\Documents\Steffi\Lichen-Dreams\backend\ia\datasets\liquenes_saludables\ls_0058.jpg,0,saludable,test,ls_0058,false,ls_0058.jpg
ls_0059.jpg,C:\Users\mance\Documents\Steffi\Lichen-Dreams\backend\ia\datasets\liquenes_saludables\ls_0059.jpg,0,saludable,train,ls_0059,false,ls_0059.jpg
ls_0060.jpg,C:\Users\mance\Documents\Steffi\Lichen-Dreams\backend\ia\datasets\liquenes_saludables\ls_0060.jpg,0,saludable,train,ls_0060,false,ls_0060.jpg
ls_0061.jpg,C:\Users\mance\Documents\Steffi\Lichen-Dreams\backend\ia\datasets\liquenes_saludables\ls_0061.jpg,0,saludable,train,ls_0061,false,ls_0061.jpg
ls_0062.jpg,C:\Users\mance\Documents\Steffi\Lichen-Dreams\backend\ia\datasets\liquenes_saludables\ls_0062.jpg,0,saludable,train,ls_0062,false,ls_0062.jpg
ls_0063.jpg,C:\Users\mance\Documents\Steffi\Lichen-Dreams\backend\ia\datasets\liquenes_saludables\ls_0063.jpg,0,saludable,train,ls_0063,false,ls_0063.jpg
ls_0064.jpg,C:\Users\mance\Documents\Steffi\Lichen-Dreams\backend\ia\datasets\liquenes_saludables\ls_0064.jpg,0,saludable,test,ls_0064,false,ls_0064.jpg
ls_0065.jpg,C:\Users\mance\Documents\Steffi\Lichen-Dreams\backend\ia\datasets\liquenes_saludables\ls_0065.jpg,0,saludable,train,ls_0065,false,ls_0065.jpg
ls_0066.jpg,C:\Users\mance\Documents\Steffi\Lichen-Dreams\backend\ia\datasets\liquenes_saludables\ls_0066.jpg,0,saludable,train,ls_0066,false,ls_0066.jpg
ls_0067.jpg,C:\Users\mance\Documents\Steffi\Lichen-Dreams\backend\ia\datasets\liquenes_saludables\ls_0067.jpg,0,saludable,train,ls_0067,false,ls_0067.jpg
ls_0068.jpg,C:\Users\mance\Documents\Steffi\Lichen-Dreams\backend\ia\datasets\liquenes_saludables\ls_0068.jpg,0,saludable,train,ls_0068,false,ls_0068.jpg
ls_0069.jpg,C:\Users\mance\Documents\Steffi\Lichen-Dreams\backend\ia\datasets\liquenes_saludables\ls_0069.jpg,0,saludable,train,ls_0069,false,ls_0069.jpg
ls_0070.jpg,C:\Users\mance\Documents\Steffi\Lichen-Dreams\backend\ia\datasets\liquenes_saludables\ls_0070.jpg,0,saludable,train,ls_0070,false,ls_0070.jpg
ls_0071.jpg,C:\Users\mance\Documents\Steffi\Lichen-Dreams\backend\ia\datasets\liquenes_saludables\ls_0071.jpg,0,saludable,val,ls_0071,false,ls_0071.jpg
ls_0072.jpg,C:\Users\mance\Documents\Steffi\Lichen-Dreams\backend\ia\datasets\liquenes_saludables\ls_0072.jpg,0,saludable,test,ls_0072,false,ls_0072.jpg
ls_0073.jpg,C:\Users\mance\Documents\Steffi\Lichen-Dreams\backend\ia\datasets\liquenes_saludables\ls_0073.jpg,0,saludable,train,ls_0073,false,ls_0073.jpg
